default_riesgo,ingreso_anual,edad,n_transacciones,segmento_cliente,region,leak_score,leak_flag
0,27033.387461664166,38.22404005241261,20,Bronze,Sur,-0.0072329001302306895,NO
0,57713.821340267525,46.558921377875826,20,Gold,Centro,-0.07376262652708546,NO
0,58580.86162571216,49.639069340758624,19,Bronze,Centro,-0.07010635309791871,NO
0,49067.134745010335,39.79901248230348,16,Gold,Centro,0.04868859503005719,NO
0,66865.30039805754,32.28799700450709,17,Bronze,Norte,-0.09015654953035161,NO
0,44988.84153530089,22.260303838878706,24,Silver,Centro,-0.07681942350054823,NO
1,58469.088888404,33.1395024296482,31,Bronze,Norte,0.5627208750253591,YES
0,34705.034919618265,33.827877533520386,27,Bronze,Centro,-0.050393067996133946,NO
0,49646.71773688643,41.070574529922965,23,Silver,Norte,0.1311602029723922,NO
0,47384.68613145746,36.54853118861973,16,Silver,Norte,-0.08459336401029685,NO
0,53379.61883061413,46.87932972051428,23,Gold,Sur,-0.07316332651872413,NO
0,44457.096067499624,33.87016728729311,24,Gold,Sur,0.019392194648153553,NO
0,48027.911064924985,39.42958833147058,25,Silver,Sur,-0.03707964337995265,NO
0,62390.707571622595,51.839874431968894,15,Silver,Norte,0.222815443334965,NO
1,43448.53644142674,43.418252139549665,19,Gold,Sur,0.6837472035323743,YES
0,25901.34348891981,39.39962458311435,24,Silver,Sur,0.033521834621737176,NO
0,76243.75856308131,33.98055558064823,18,Platinum,Sur,0.0943768784799322,NO
0,70721.8111803573,33.66768603285023,17,Gold,Norte,0.09245778658628506,NO
0,30616.05957341572,31.493867470480524,24,Bronze,Norte,0.023328758155737934,NO
0,60345.61707867791,34.589931342171006,22,Bronze,Sur,-0.016112748668600123,NO
0,42455.37844172985,47.55665838744314,14,Silver,Sur,0.2024028536379257,NO
0,53952.30822996589,37.781117287077315,23,Silver,Norte,-0.009976027531426665,NO
0,54413.3619352024,26.50226930618769,26,Silver,Norte,-0.044169010442848065,NO
0,46483.88299525517,57.68169293059783,16,Gold,Sur,-0.06458489882940185,NO
0,38243.51501620405,43.19965191145163,20,Bronze,Sur,-0.1726803202706756,NO
0,39641.88421525611,25.930565994868306,30,Bronze,Sur,0.08216157522371632,NO
0,36257.12126778136,35.58151072759176,23,Bronze,Norte,-0.23480683971008265,NO
0,37522.66687654333,41.10886382828418,25,Silver,Sur,-0.0005722840904920714,NO
0,48992.32564925967,57.04592093297377,16,Silver,Norte,-0.020486063427138504,NO
0,39263.60016333872,28.918875417411307,18,Bronze,Centro,0.22399651922314479,NO
1,60230.7809856893,49.760407193559466,21,Silver,Sur,0.5168348771286373,YES
0,72308.6923300389,53.99486426972343,22,Bronze,Centro,-0.09011032869843572,NO
0,41299.201379449354,33.7134569492543,25,Bronze,Norte,-0.013609645868164936,NO
0,53591.067508030654,37.22486381139767,26,Silver,Centro,-0.01975293374691683,NO
0,57495.27665454401,29.6369075262623,21,Bronze,Sur,-0.054954459081004485,NO
0,57080.03406378911,37.96538858919695,29,Silver,Centro,-0.00809879094021674,NO
0,51139.32901874131,39.63410025657069,20,Gold,Centro,-0.12595627288697414,NO
0,61140.23627539584,46.59649998082371,22,Gold,Centro,0.035719287899493905,NO
1,57233.73429020986,50.90183471020447,17,Bronze,Norte,0.4678514657922421,YES
0,31435.063665090533,32.519039353783526,23,Silver,Sur,-0.0025769355877257073,NO
0,63037.340965839096,20.326749357740056,25,Silver,Norte,-0.06003566942635733,NO
1,63309.36255900113,39.78755220723758,30,Gold,Centro,0.8016287942756635,YES
0,38550.70843732128,42.935375299686406,13,Gold,Centro,0.17553110706333047,NO
0,50569.067531714034,42.49417687685042,20,Bronze,Norte,-0.03310521687503577,NO
1,60249.93489216604,36.73326752490956,21,Bronze,Norte,0.839072592914143,YES
0,46860.29270630958,41.247520996639345,27,Silver,Centro,-0.031611628063041075,NO
0,66094.67071649017,55.154448083522475,19,Silver,Sur,-0.09661265231290901,NO
1,85458.08741929042,43.817341689625096,18,Bronze,Norte,0.8745903632185619,YES
0,38210.209510475266,36.26631574996915,18,Bronze,Centro,0.05207764447340068,NO
0,29284.330952693377,34.99802182904004,20,Silver,Centro,0.00044385226098143574,NO
0,54557.27893407314,38.301476423222695,11,Bronze,Sur,0.06871774750986485,NO
0,60823.43757689215,56.36739961830639,25,Bronze,Centro,0.027421503513016733,NO
0,46537.00439232847,38.166992904738024,25,Bronze,Norte,-0.006921940794151801,NO
1,71798.90994981551,39.80205655479292,25,Bronze,Centro,0.5673565172692003,YES
0,29920.91300415127,35.17686429063697,21,Silver,Centro,-0.027053673716126672,NO
0,60393.77934547416,50.98983357441965,11,Bronze,Centro,0.06232554234584728,NO
0,40912.0876886166,59.59837254744675,14,Bronze,Centro,-0.012277142568681057,NO
0,75790.66859310945,44.50613049431388,20,Bronze,Sur,0.09023257611303859,NO
0,79887.73029752178,40.827729037854255,24,Bronze,Norte,0.0383655023866789,NO
0,38500.15118324978,40.367828331742345,21,Silver,Centro,-0.0878136318085407,NO
1,41756.6429613713,18.0,20,Bronze,Norte,0.5680828042167876,YES
0,62893.81830469703,47.451508642848175,25,Silver,Sur,-0.015717849993016807,NO
0,44193.04025315728,41.341664159958434,16,Bronze,Norte,-0.05242284481045876,NO
0,49318.83173101643,44.28342050660725,26,Bronze,Sur,0.03363218096216861,NO
0,50380.82630813615,32.88537805916295,13,Bronze,Norte,-0.07181376587627299,NO
1,21204.902657035156,36.15543121022908,21,Bronze,Norte,0.6384607674245122,YES
1,49792.433808586444,35.88975063496827,23,Silver,Centro,0.8053069717594912,YES
0,39654.08338903739,50.21622984073039,18,Silver,Norte,0.014820296862789788,NO
0,42603.15766400342,36.212401633969066,23,Gold,Centro,-0.0702727065427293,NO
0,71654.48005203222,60.826603221097976,25,Bronze,Centro,0.0017641808735019673,NO
0,31152.396585811155,44.308624190150375,21,Bronze,Norte,0.13789112430016826,NO
0,62198.07780121966,27.243173400042686,26,Bronze,Centro,0.029378668827472268,NO
0,45815.55604502287,38.71453706748043,16,Gold,Norte,0.05929508094251296,NO
0,45803.597472562484,33.48324877843584,19,Bronze,Centro,-0.07522345365274426,NO
0,61855.57844077567,18.056175301799758,27,Silver,Centro,0.10264193771346004,NO
0,55100.76941853335,55.9947094011379,22,Bronze,Sur,0.23181022604638019,NO
1,58559.19495829297,47.03142542220004,17,Bronze,Sur,0.6208532357487146,YES
0,64522.769907992915,45.33207317899313,18,Gold,Norte,-0.11818939743719895,NO
0,45030.374252250156,41.654036602997046,15,Silver,Centro,0.01755422438351482,NO
0,40816.44898238374,26.179824313075624,16,Gold,Sur,0.08755050498444104,NO
1,33722.742101633026,35.163828604445634,19,Silver,Sur,0.6908610327949738,YES
0,37618.842050315674,48.41780774784013,21,Silver,Sur,-0.10532063960426628,NO
0,94236.41637963089,29.487799702174975,17,Bronze,Centro,-0.010858416178039,NO
0,68670.1937110518,18.0,20,Silver,Norte,0.05980922727774546,NO
0,29733.88450687968,37.72893992219074,26,Bronze,Centro,-0.04070318269460593,NO
0,30163.130648846447,38.58242445972461,14,Silver,Centro,0.060725501775492165,NO
0,57227.99092577737,41.35563416414709,22,Silver,Sur,0.11647107852399102,NO
0,58208.97196066951,47.28518643514536,16,Gold,Centro,0.024023062577044764,NO
0,58233.25752976046,46.37605812231209,23,Silver,Centro,-0.002794777127829265,NO
0,46175.66309669453,42.587698052439215,29,Silver,Sur,0.08293439252262819,NO
0,48118.186099956496,51.955313880867095,19,Bronze,Sur,-0.08561008274372306,NO
0,54918.19286239036,24.810302191866853,23,Bronze,Centro,-0.09547098336929227,NO
0,51288.39509439996,45.045818144773904,26,Bronze,Sur,-0.026657228492898533,NO
0,16710.494408786974,46.265383633369424,17,Silver,Norte,-0.049187945481446727,NO
0,46553.00554137209,27.604377139197602,8,Platinum,Norte,-0.08033419752904754,NO
0,37228.903486095296,24.971293913176105,26,Bronze,Norte,0.18304684749987743,NO
0,52628.17128362768,32.54057873524398,22,Bronze,Norte,0.21719932094942915,NO
0,94778.88503905115,33.38458557484708,25,Silver,Norte,-0.03537050422555823,NO
0,55512.22498211457,47.534194635024306,26,Gold,Sur,0.009171894974836545,NO
0,45297.054707414034,33.85461216308905,28,Silver,Sur,-0.018784282006379098,NO
0,63827.02252965878,31.436514817187962,16,Bronze,Norte,0.11074992401181563,NO
0,57240.31830813819,33.883662633054406,20,Platinum,Norte,0.13056455618400473,NO
0,56301.417356777616,51.18632334154212,21,Gold,Norte,-0.17772637986896467,NO
0,59102.758898235064,40.13043374376952,22,Bronze,Sur,0.04760108000656257,NO
1,80848.15347244313,38.20748974643088,20,Gold,Sur,0.5693178658838851,YES
0,33036.673470111265,38.899945012989484,31,Silver,Centro,0.17582721578752783,NO
0,57104.481152171815,52.92060334326523,19,Bronze,Centro,0.04402480302103981,NO
0,36104.28305027692,32.50828273396758,23,Silver,Centro,-0.08233495383626362,NO
1,58332.689695133726,53.15508290940104,27,Gold,Centro,0.6758678612062147,YES
1,36219.70232770858,42.10496298921504,19,Silver,Sur,0.6711022741733841,YES
0,43739.49779592374,38.395806180246524,14,Bronze,Sur,0.05251129428858157,NO
0,45573.651286431406,65.00900497934282,25,Platinum,Sur,0.10419126041774783,NO
0,64637.250790170634,29.443605102014036,17,Bronze,Sur,-0.114820729197171,NO
0,63776.81665913621,36.46314240432994,19,Silver,Norte,0.1838754500912114,NO
0,31314.239353304234,27.675687608359997,21,Silver,Centro,0.16056901078208435,NO
0,50824.01166499773,49.524619705361694,28,Bronze,Sur,-0.08753235675910453,NO
0,39356.30217876241,56.89188933651679,21,Bronze,Sur,0.007280179436230931,NO
1,31122.42633986998,56.69922781404639,28,Gold,Centro,0.8710808544114316,YES
1,46744.74424363444,52.23948753146004,18,Silver,Sur,0.8232918586677482,YES
0,45372.75817316271,38.02379532204034,19,Silver,Norte,-0.03367430300478957,NO
0,86400.74729518284,36.347590225101534,22,Silver,Sur,0.08143398145678733,NO
0,56494.397380410446,23.28830227505935,15,Silver,Centro,0.29971982917191387,NO
0,29335.73748868644,60.35873535181793,24,Silver,Norte,0.01051599818512121,NO
1,41528.389937435866,44.68978078148468,7,Bronze,Norte,0.6367351748559981,YES
1,65320.74943144098,35.08043095130517,10,Bronze,Centro,0.7172419852091398,YES
0,81326.64159304887,53.28056888986968,20,Gold,Centro,0.0246552095497318,NO
0,26210.250316430625,30.27235483239999,17,Silver,Norte,-0.052453673900009816,NO
0,21801.134222914323,44.06622034222674,18,Bronze,Sur,0.044162506781421695,NO
0,78064.47763057673,38.27370865709165,17,Gold,Centro,-0.12544010597275013,NO
1,55844.21266056356,46.386771398803006,19,Gold,Norte,0.633446613299132,YES
0,36975.6090218545,39.36426460813878,18,Bronze,Centro,0.07582447761547978,NO
0,58019.43629183653,25.49072108888776,23,Platinum,Sur,-0.17548708515422515,NO
0,10463.783914746833,40.75576372670038,27,Silver,Sur,0.09031675919947765,NO
0,50050.63259895742,50.48864141875362,19,Bronze,Norte,-0.2011981365705703,NO
0,54917.31759264628,39.70783594146015,30,Bronze,Sur,-0.1731324578876315,NO
0,63864.05209306745,47.75115121589086,9,Silver,Sur,-0.04989787430558854,NO
0,34791.56071561194,29.54470514325947,20,Gold,Sur,0.02868638428193504,NO
0,51285.307421050384,39.73739206730148,17,Bronze,Centro,0.13252636031273887,NO
0,36118.63060910619,33.75489544911423,24,Bronze,Norte,0.005762276315959556,NO
0,53830.756335114755,47.469808401047096,23,Bronze,Norte,-0.024655360757598988,NO
0,36569.80516455464,40.31491562261996,24,Silver,Norte,0.05795812479848042,NO
0,43878.48741259669,46.900736763366126,17,Bronze,Sur,-0.08708988204679344,NO
0,35062.769078146564,50.87710426157866,22,Bronze,Centro,0.01394151593464063,NO
0,59767.043627354855,46.91618575121388,21,Silver,Norte,-0.119944625795536,NO
0,62876.76674984998,42.731184342936444,28,Gold,Centro,0.008259051687541312,NO
0,46480.69145063879,30.017877414885948,24,Silver,Norte,-0.012983632584940336,NO
0,50573.56992440043,39.972138893330985,23,Bronze,Sur,-0.08042679214494174,NO
0,28271.128780496838,34.66909597984167,18,Silver,Norte,0.016504063653773916,NO
0,45504.85027989819,36.55936043295773,25,Bronze,Norte,0.01585496531596428,NO
0,49246.93074437383,36.25465849249749,19,Platinum,Sur,0.1175454012339135,NO
0,89311.89636544962,30.200744252177557,24,Gold,Sur,-0.16056334030627878,NO
0,33320.49461338755,20.4266141086601,18,Bronze,Norte,-0.007604890769704261,NO
1,71962.65858128657,33.318569516722334,21,Bronze,Centro,0.623973760029652,YES
0,64952.881601987116,41.93379451924159,16,Silver,Sur,0.08697620581762919,NO
1,54209.54606735204,26.5182295457251,20,Silver,Norte,0.7753912065192132,YES
0,76379.307262927,40.15682236471624,18,Silver,Sur,0.05078798450686211,NO
0,55581.58208910294,59.00268424310965,25,Gold,Centro,-0.07038332580694631,NO
0,55837.38793501893,50.23056555252239,29,Gold,Norte,0.08854705829400955,NO
0,49203.19020473682,56.43541509120529,22,Silver,Norte,-0.15301309287433318,NO
0,68353.53323627941,43.91127876932726,16,Gold,Centro,-0.17353107035927717,NO
0,66447.03850716326,51.67509822986446,18,Gold,Centro,-0.1275870999901924,NO
0,40614.84068755682,32.760352695322126,11,Gold,Norte,-0.003347481032690589,NO
0,30211.292081018488,33.55659732978016,20,Platinum,Centro,0.06751644009882939,NO
0,46955.290439065146,18.0,25,Bronze,Centro,-0.29760324740095245,NO
0,37999.421534035304,51.861454740422985,29,Bronze,Norte,0.13227428318797865,NO
0,49047.13138076967,55.40323979819886,29,Gold,Sur,0.013111219617843421,NO
1,68561.57202026209,34.4682275465273,22,Gold,Centro,0.5432227652410224,YES
1,43140.47517369815,37.460482936027645,24,Gold,Sur,0.7100946970289581,YES
1,49357.649280326375,32.46137886309039,13,Bronze,Sur,0.809252541467842,YES
0,50870.341022125926,43.82653551477492,17,Silver,Sur,0.0599441015306259,NO
0,62726.46323307927,51.24932545303241,21,Bronze,Centro,0.1099073062553966,NO
1,16296.659990230924,22.57228026118959,16,Silver,Norte,0.5633753370602889,YES
0,40899.49557852055,44.094385306422524,14,Bronze,Norte,-0.041400523513840465,NO
1,53169.25538419209,37.233282282808545,25,Bronze,Norte,0.6075307769476468,YES
1,68001.18434640292,41.13394391966689,20,Bronze,Norte,0.8717580205044317,YES
1,42621.46328740692,44.58994001674291,16,Silver,Norte,0.763936284348663,YES
0,21851.709409371888,38.11797561227179,21,Bronze,Norte,0.2847009588957641,NO
0,59295.67168949205,38.964131465942195,24,Bronze,Sur,-0.04676095334172275,NO
1,40469.56416761556,37.86124832445361,14,Bronze,Sur,0.6275325788317695,YES
0,32155.00011364458,49.70316201788282,22,Bronze,Sur,-0.014282663859515056,NO
0,40634.81915430164,44.18759960127497,25,Gold,Centro,0.1378357221422549,NO
0,47232.11963516226,42.20583537737361,19,Bronze,Centro,-0.03661196893753473,NO
1,40928.83003192681,27.290482789077174,19,Bronze,Centro,0.7124437597906944,YES
0,16916.509143513962,36.214202567868455,11,Gold,Norte,0.009669070288681957,NO
0,63455.99295330698,48.98669160339174,19,Silver,Sur,0.003949676120218946,NO
0,69123.12561918084,40.37696573123923,17,Silver,Centro,-0.0652398460462478,NO
0,59772.82987009259,46.59531469589138,24,Silver,Sur,-0.013729106791036658,NO
1,32934.714943627754,57.66511800327633,13,Gold,Norte,0.6819897398648642,YES
0,46977.626990787234,50.386060692088165,15,Bronze,Sur,-0.0007564659674649148,NO
0,49902.18027155813,40.93158337699742,20,Platinum,Norte,0.09435168181527083,NO
1,58981.91584342865,34.890108298042726,19,Gold,Centro,0.8760628034624492,YES
0,60025.107330771214,18.0,15,Silver,Norte,-0.08404347626697069,NO
0,38987.39301832256,38.316150775271474,15,Silver,Norte,-0.03919936247877151,NO
0,51229.933346203405,36.73987504183151,20,Silver,Sur,-0.08250118984061866,NO
0,56859.20606922862,43.90366194395376,18,Bronze,Norte,0.018710153722227268,NO
0,71837.3348322015,38.460947730253125,21,Bronze,Centro,-0.053834945751097686,NO
0,60567.59809737085,36.79614940563206,18,Platinum,Centro,0.02397968337419887,NO
0,61835.850310632784,22.206010694927794,27,Silver,Norte,0.1103626910444787,NO
1,51257.39941894041,30.600321708499337,17,Bronze,Sur,0.4474168314195391,YES
1,71156.88717805257,44.76651040800557,21,Gold,Centro,0.749177988960069,YES
0,56146.44193939246,57.15907631132694,22,Silver,Centro,-0.0460187048897879,NO
0,37083.68134739644,39.024746162543764,28,Bronze,Norte,0.0460422267984389,NO
0,71050.54955187786,43.27811073574124,14,Silver,Norte,-0.08964694377502004,NO
0,60468.54908808541,49.52478156952805,21,Silver,Centro,0.11962609883068752,NO
0,43354.339683072765,31.891060637997505,14,Bronze,Norte,0.09132806180402842,NO
0,42807.60548901135,43.66814043285442,17,Platinum,Norte,0.05683521485426429,NO
1,54448.63317711143,32.59509893667841,17,Bronze,Centro,0.7793225717810098,YES
0,56947.77192901377,48.648244384910114,32,Silver,Sur,-0.07456204671721736,NO
0,52959.3839844681,41.514030479517324,26,Bronze,Sur,-0.06196237546892899,NO
0,54669.63010164327,42.9845181398144,30,Silver,Centro,0.07524362008174794,NO
0,75499.3606186457,32.17401402581411,19,Bronze,Norte,-0.07677291427686121,NO
0,66073.14728352329,47.07032359610785,21,Bronze,Centro,0.1445635046658087,NO
0,52859.53386897536,60.847129212310165,21,Gold,Centro,-0.03235910712810316,NO
0,64119.65871151225,29.92088304571794,9,Bronze,Norte,0.0501894389860622,NO
0,34512.141447086906,36.60240992352476,19,Gold,Sur,0.209924951925509,NO
0,55968.90574920213,42.31607474168092,22,Silver,Sur,-0.07062233540680767,NO
0,77139.59524599665,47.86406211995816,19,Platinum,Norte,0.0068761750844782785,NO
0,46729.31156911439,34.40453714710531,21,Silver,Centro,0.10541831646373075,NO
0,37285.49107071373,18.0,30,Bronze,Norte,0.09512773888765313,NO
0,40218.66667110409,53.59189494164025,23,Bronze,Centro,-0.032781531023935814,NO
0,33655.50443986418,47.60506119584143,13,Gold,Norte,-0.0516730437521854,NO
0,38228.57137808445,22.57052469513335,29,Gold,Norte,-0.023313593254505174,NO
0,44442.37852114956,33.92431208220444,21,Bronze,Sur,0.1447857766151364,NO
0,28916.49471232037,55.68182429527326,18,Silver,Sur,-0.027910585635994658,NO
0,50234.27500924405,54.47796418457866,21,Silver,Norte,0.0078115692483465,NO
0,63534.15760679971,49.38640022678945,16,Platinum,Norte,-0.04267864709234251,NO
0,36383.65729779619,38.238875660401376,29,Gold,Sur,0.07055485647959868,NO
0,72789.25885462653,40.8298741881251,19,Platinum,Centro,0.015552503758365636,NO
0,57661.88132791392,38.69074194873873,25,Gold,Sur,-0.10034338107582291,NO
0,65458.70878436086,51.282397832688375,25,Gold,Centro,-0.09688241140349944,NO
0,40132.481692217945,31.2415759350489,26,Bronze,Sur,-0.1998605566555507,NO
1,62817.87840599923,31.94200345115795,15,Gold,Sur,0.6168678590874384,YES
0,33620.9914940703,50.10274586836016,17,Silver,Centro,0.07939458036321723,NO
0,63353.71251254763,39.556385444884384,26,Platinum,Norte,0.1323760538012268,NO
0,52577.59009690297,53.78467355453808,19,Silver,Sur,0.0685558363217184,NO
0,58298.76829977176,33.28487793019454,18,Bronze,Sur,0.05546322006406813,NO
0,32366.080915627226,39.452216396611746,29,Silver,Sur,-0.012652604952864958,NO
0,36573.95236585093,30.77587015156047,18,Silver,Norte,0.0774914554913987,NO
0,58958.42327380077,40.07362681423567,17,Bronze,Sur,0.02862782230818843,NO
1,35774.77993663699,25.21453063001201,24,Bronze,Norte,0.8804448971987124,YES
0,56948.094381486844,35.123665790450374,24,Silver,Sur,-0.009844531417674846,NO
0,29492.932903096313,25.637461350718823,24,Bronze,Centro,0.1343008083736131,NO
0,62722.61319000002,46.93923233191258,24,Bronze,Sur,0.08741140818178601,NO
0,31512.150278472363,47.16589339759652,16,Bronze,Sur,0.07354432862041588,NO
0,58284.49906519285,22.69737269515655,18,Gold,Norte,-0.20114913254618202,NO
0,59384.46400469002,53.33885745500573,28,Gold,Norte,0.09291895615477108,NO
0,39548.422723556374,64.97415126419854,24,Bronze,Norte,-0.012750797890915334,NO
0,58730.3985062709,40.46006386736341,28,Gold,Centro,-0.044392649443489175,NO
0,53906.63395000334,33.58885739775355,23,Silver,Centro,-0.14829130411779132,NO
0,41917.372157108926,68.24330591003047,16,Bronze,Norte,-0.0005587133968183114,NO
1,34871.67973885688,26.810315016974894,19,Bronze,Centro,0.7033551596818243,YES
0,20560.614624911315,40.20106466869098,21,Silver,Norte,-0.13030019218148045,NO
0,55244.750709495405,41.796222726319236,17,Silver,Centro,-0.1473280172893692,NO
0,26527.95842956917,53.45147620452415,22,Gold,Norte,0.048661948012811124,NO
0,51430.162991619625,43.59738975126788,24,Silver,Norte,0.08717051310613771,NO
0,46048.27675876626,35.01366104211549,24,Bronze,Centro,0.019028290992242177,NO
0,60187.14163157293,30.488156296120437,17,Platinum,Sur,0.1150834649684363,NO
0,45469.317507652035,36.581781797538646,14,Bronze,Norte,-0.00863849843514986,NO
0,45058.28320479363,29.930726390548557,26,Silver,Norte,-0.005435127440020237,NO
0,60978.060564324434,40.47825319784683,25,Bronze,Sur,-0.09170280287407905,NO
0,55025.870436261765,34.35803820139513,15,Bronze,Norte,-0.15602419775537174,NO
0,54742.33935774167,25.059622067102495,20,Silver,Norte,0.18546621338595848,NO
1,57039.01384712789,52.55145788374904,14,Bronze,Centro,0.8131299050249746,YES
0,26966.418151893413,35.02327476570961,12,Silver,Sur,-0.13925125671384783,NO
0,61351.83019980473,27.318631950246875,19,Bronze,Norte,0.015575190783128046,NO
0,59187.03191020404,38.31740865512459,28,Silver,Norte,-0.010004631110366667,NO
